Registration Number,Operator,Airframe Report Date,Airframe Hours,Airframe Landings,ATA and Code,Tracked By Equipment,Equipment Hours,Equipment Cycles,Equipment Landings,Equipment RIN,Item Type,Requirement Type,Disposition,Group,Description,Reference,Part Number,Serial Number,Work Order,Scheduled,Estimated Work Hours,Notes,Compliance Date,Compliance Hours,Compliance Landings,Compliance Cycles,Compliance RIN,Interval Days,Interval Months,Interval Hours,Interval Landings,Interval Cycles,Interval RIN,Tolerance Months,Tolerance Days,Tolerance Hours,Tolerance Landings,Tolerance Cycles,Tolerance RIN,Number of Instance,Next Due Date,Max Next Due Date,Next Due Hours,Max Next Due Hours,Next Due Landings,Max Next Due Landings,Next Due Cycles,Max Next Due Cycles,Next Due RIN,Max Next Due RIN,Remaining Days,Max Remaining Days,Remaining Months,Max Remaining Months,Remaining Hours,Max Remaining Hours ,Remaining Landings,Max Remaining Landings,Remaining Cycles,Max Remaining Cycles,Remaining RIN,Max Remaining RIN,Is Optional,Next Due Status,Aircraft Grounded,Estimated Due Date,Months Since New,Months Since Overhaul,Months Since Repair,Hours Since New,Hours Since Overhaul,Hours Since Repair,Landings Since New,Landings Since Overhaul,Landings Since Repair,Tags,SalesForce Case Number
N251HC,IHC Health Services,04/29/2026,6129.70,16959,65 03[293],Airframe,6129.70,,16959,0.00,INSPECTION,,,,TAIL ROTOR DRIVE SHAFT BEARINGS - EXAMINE FOR CONDITION - SPECIAL INSPECTION [65-03],,,,,,,,,,,,,,,300.00,,,,,,,,,,1,,,6148.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,62 01,Airframe,6129.70,,16959,0.00,PART,Overhaul,RII,,(RII) MAIN ROTOR DAMPERS OVERHAUL - #2,,109-0112-39-105,2108,000075,"Monday, May 4, 2026",,(RII) INSTRUCTIONS: VERIFY BLACK PHENOLIC BUMP STOP IS ORIENTED CORRECTLY.  P/N MUST BE ORIENTED TO READ LEFT TO RIGHT AND NOT UPSIDE DOWN. P/N IS  LOCATED ON THE  LOWER PORTION OF BUMP STOP,11/27/2023,5150.70,14112,,,0,0,1200.00,0,0.00,0.00,,,,,,,,,,6148.40,,,,,,,,,,,,18.70,,,,,,,,No,10+ Days,,05/11/2026,,,,2453.50,202.30,,,,,RII,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,62 01,Airframe,6129.70,,16959,0.00,PART,Overhaul,RII,,(RII) MAIN ROTOR DAMPERS OVERHAUL - #2,,,,,,,,,,,,,,,1200.00,,,,,,,,,,1,,,6350.70,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,"Completed IAW Leonardo RFM
ENG. #1: PA 4033, OAT +9,N1 90.7,  TQ 92, TOT 743, N2 101.  PASS +29
ENG. #2: PA 4050, OAT +9, N1 91.6, TQ 90, TOT 736, N2 102.  PASS +30",04/28/2026,5973.60,20898,,,30,0,25.00,0,0.00,0.00,0,0,5.00,0,0.00,0.00,,05/28/2026,,5998.60,,,,,,,,29,,0,,25.00,,,,,,,,No,10+ Days,,05/11/2026,,,,,,,,,,PILOT GOM,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,1,,,5998.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,2,,,6023.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,30,,,,,,,,,,,,3,05/28/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,4,,,6048.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,5,,,6073.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,30,,,,,,,,,,,,6,06/27/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,7,,,6098.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,8,,,6123.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,,,25.00,,,,,,,,,,9,,,6148.60,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N291HC,IHC Health Services,04/29/2026,5973.60,20898,72 0100.1,Airframe,5973.60,,20898,,INSPECTION,,CONDITION CHECK,,POWER ASSURANCE CHECK,RFM,,,,,,,,,,,,30,,,,,,,,,,,,10,07/27/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 1,2935.00,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
#2 Engine LCF CT: 8952 PT: 8242 IM: 4204",04/14/2026,2917.20,,,,0,0,40.00,,0.00,,0,0,10.00,,0.00,,,,,2957.20,,,,,,,,,,,,22.20,,,,,,,,No,10+ Days,,05/12/2026,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 1,2935.00,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,1,,,2957.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 1,2935.00,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,2,,,2997.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 1,2935.00,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,3,,,3037.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 1,2935.00,0.00,,,INSPECTION,,,,NO. 1 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,4,,,3077.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 2,2932.35,0.00,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,"REFERENCE- LCF  CONSISTENCY CK LOCATED IN UCR-LIFE FLIGHT MECHANICS FOLDER
#1 Engine LCF CT: 8834 PT: 8295 IM: 4368",04/14/2026,2914.55,,,,0,0,40.00,0,0.00,0.00,0,0,10.00,0,0.00,0.00,,,,2954.55,,,,,,,,,,,,22.20,,,,,,,,No,10+ Days,,05/12/2026,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 2,2932.35,0.00,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,1,,,2954.55,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 2,2932.35,0.00,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,2,,,2994.55,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 2,2932.35,0.00,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,3,,,3034.55,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,72 0100,Engine 2,2932.35,0.00,,,INSPECTION,,,,NO. 2 ENGINE - LCF COMPONENT CYCLE COUNT LOGBOOK ENTRY,,,,,,,,,,,,,,,40.00,,,,,,,,,,4,,,3074.55,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,34 GOM,Airframe,6129.70,,16959,0.00,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,VOR Check completed in flight at the Delta  (DTA) VOR.  0 degree deviation.,04/12/2026,6112.70,16910,,0.00,30,0,,0,0.00,0.00,0,0,,0,0.00,0.00,,05/12/2026,,,,,,,,,,13,,0,,,,,,,,,,No,10+ Days,,05/12/2026,,,,,,,,,,Pilot Task; PILOT GOM,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,34 GOM,Airframe,6129.70,,16959,0.00,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,,,,,,,30,,,,,,,,,,,,1,05/12/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,34 GOM,Airframe,6129.70,,16959,0.00,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,,,,,,,30,,,,,,,,,,,,2,06/11/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,34 GOM,Airframe,6129.70,,16959,0.00,INSPECTION,,FAR 91.171,,VOR  30 DAY CHECK,,,,,,,,,,,,,30,,,,,,,,,,,,3,07/11/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,64 01[276],Airframe,1850.80,,6512,,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,[10 HOUR WINDOW] [1 MOS WINDOW],11/13/2025,1847.10,6508,,,0,6,100.00,0,0.00,0.00,1,,10.00,,,,,05/13/2026,,1947.10,,,,,,,,14,,0,,96.30,,,,,,,,No,10+ Days,,05/13/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,64 01[276],Airframe,1850.80,,6512,,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,1947.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,64 01[276],Airframe,1850.80,,6512,,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,6,,,,,,,,,,,2,05/13/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,64 01[276],Airframe,1850.80,,6512,,INSPECTION,,,,TAIL ROTOR PITCH CHANGE MECHANISM DUPLEX BEARING - GREASE - SERVICING [64-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,3,,,2047.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,65 01[290],Airframe,1850.80,,6512,,INSPECTION,,RII,90 Deg GB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,[10 HOUR WINDOW] [1 MOS WINDOW],11/13/2025,1847.10,6508,,,0,6,100.00,0,0.00,0.00,1,,10.00,,,,,05/13/2026,,1947.10,,,,,,,,14,,0,,96.30,,,,,,,,No,10+ Days,,05/13/2026,,,,,,,,,,RII,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,65 01[290],Airframe,1850.80,,6512,,INSPECTION,,RII,90 Deg GB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,1,,,1947.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,65 01[290],Airframe,1850.80,,6512,,INSPECTION,,RII,90 Deg GB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,6,,,,,,,,,,,2,05/13/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,65 01[290],Airframe,1850.80,,6512,,INSPECTION,,RII,90 Deg GB,(RII) 90-DEGREE GEARBOX - CHANGE OF OIL - SERVICING [65-01],,,,,,,,,,,,,,,100.00,,,,,,,,,,3,,,2047.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,AD 2023-25-08 AMD 39-22635,Airframe,2058.00,,7177,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,"SB 109SP-149 PART V RECURRING INSPECTION DUE EACH 55 FLIGHT HOURS PER THIS AD
Complied with INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024). Next Due ACTT:",04/03/2026,2032.40,7107,,,,,55.00,,,,,,,,,,,,,2087.40,,,,,,,,,,,,29.40,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,AD 2023-25-08 AMD 39-22635,Airframe,2058.00,,7177,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,,,,,,,,,55.00,,,,,,,,,,1,,,2087.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,AD 2023-25-08 AMD 39-22635,Airframe,2058.00,,7177,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,,,,,,,,,55.00,,,,,,,,,,2,,,2142.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,AD 2023-25-08 AMD 39-22635,Airframe,2058.00,,7177,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,,,,,,,,,55.00,,,,,,,,,,3,,,2197.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,AD 2023-25-08 AMD 39-22635,Airframe,2058.00,,7177,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,,,,,,,,,,,,55.00,,,,,,,,,,4,,,2252.40,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N531HC,IHC Health Services,04/29/2026,3410.00,11378,34 0018,Airframe,3410.00,,11378,92.00,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD All work was completed IAW IETP AW109SP AMP CH. 31,04/10/2026,3379.10,11272,,92.00,30,0,,0,0.00,0.00,,,,,,,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N431HC,IHC Health Services,04/29/2026,2058.00,7177,34 0018,Airframe,2058.00,,7177,0.00,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD,04/11/2026,2040.60,7130,,,0,0,,0,0.00,0.00,,,,,,,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,34 0018,Airframe,6605.90,,22168,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database.  All Work Completed IAW Manufacture Instructions.,04/14/2026,6572.70,22047,,,0,0,,0,0.00,0.00,,,,,,,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N271HC,IHC Health Services,04/28/2026,7034.80,26089,34 0018,Airframe,7034.80,,26089,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated NavData & Obstacle Data Base for Pilot & Copilot PFD & MFD,04/12/2026,7014.40,26051,,,0,0,,0,0.00,0.00,,,,,,,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N261HC,IHC Health Services,04/29/2026,6143.00,19537,34 0018,Airframe,6143.00,,19537,,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database. Effective __/__/2026. Next Due by __/__/2026. All Work Completed IAW Manufacture Instructions.,04/08/2026,6123.40,19487,,,0,0,,0,0.00,0.00,,,,,,,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,34 0018,Airframe,6129.70,,16959,0.00,INSPECTION,,EXPIRATION,,NAV DATA BASE UPDATE,,,,,,,Updated Nav-Data and Obstacle Database. Effective ___/___/2026. Next Due by __/___/2026. All Work Completed IAW Manufacture Instructions.,04/14/2026,6112.70,16910,,,0,0,,0,0.00,0.00,0,0,,0,0.00,0.00,,05/14/2026,,,,,,,,,,15,,0,,,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 02[218],Airframe,1850.80,,6512,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,Completed IAW Agusta MM.,02/13/2026,1847.10,6508,,,90,0,50.00,0,0.00,0.00,,10,10.00,,,,,05/14/2026,,1897.10,,,,,,,,15,,0,,46.30,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 02[218],Airframe,1850.80,,6512,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,,,,,,,,,50.00,,,,,,,,,,1,,,1897.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 02[218],Airframe,1850.80,,6512,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,,,,,,,90,,,,,,,,,,,,2,05/14/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 02[218],Airframe,1850.80,,6512,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,,,,,,,,,50.00,,,,,,,,,,3,,,1947.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 02[218],Airframe,1850.80,,6512,,INSPECTION,,,,MAIN ROTOR FLOATING RING AND DROOP STOP PLATES - GREASE - SERVICING [62-02],,,,,,,,,,,,,,,50.00,,,,,,,,,,4,,,1997.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 03[219],Airframe,1850.80,,6512,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,"Completed IAW Agusta MM.
Serviced Swashplate with grease (Aeroshell 22) in accordance with Agusta A109SP AMP 12-20-14-00A-242A-A.",02/13/2026,1847.10,6508,,,90,0,50.00,0,0.00,0.00,,10,10.00,,,,,05/14/2026,,1897.10,,,,,,,,15,,0,,46.30,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 03[219],Airframe,1850.80,,6512,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,,,,,,,,,50.00,,,,,,,,,,1,,,1897.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 03[219],Airframe,1850.80,,6512,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,,,,,,,90,,,,,,,,,,,,2,05/14/2026,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 03[219],Airframe,1850.80,,6512,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,,,,,,,,,50.00,,,,,,,,,,3,,,1947.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N631HC,IHC Health Services,04/16/2026,1850.80,6512,62 03[219],Airframe,1850.80,,6512,,INSPECTION,,,,SWASHPLATE (2 PLACES) - GREASE - SERVICING [62-03],,,,,,,,,,,,,,,50.00,,,,,,,,,,4,,,1997.10,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,62 MI62-01,Airframe,6605.90,,22168,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,"C/W ELASTOMERIC BEARING - MANDATORY INSPECTION 62-01 ref AW109SP AMP CH62-MI62-01 and AMPI CH5, No defects noted",04/14/2026,6572.20,22045,,,0,0,60.00,0,0.00,0.00,,,,,,,,,,6632.20,,,,,,,,,,,,26.30,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,OPS CONTROL,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,62 MI62-01,Airframe,6605.90,,22168,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,,,,,,,,,60.00,,,,,,,,,,1,,,6632.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,62 MI62-01,Airframe,6605.90,,22168,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,,,,,,,,,60.00,,,,,,,,,,2,,,6692.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N281HC,IHC Health Services,04/29/2026,6605.90,22168,62 MI62-01,Airframe,6605.90,,22168,,INSPECTION,,,,"ELASTOMERIC BEARING (PN 109-011-04-101) (NOTE 1) - INSPECT FOR CRACKING, SEPARATION OF SHIMS, BLOWING, RUBBER POWDER AND/OR CRUMBS - MANDATORY INSPECTION [62-01]",,,,,,,,,,,,,,,60.00,,,,,,,,,,3,,,6752.20,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,
N251HC,IHC Health Services,04/29/2026,6129.70,16959,AD 2023-25-08 AMD 39-22635,Airframe,6129.70,,16959,0.00,AD,,MANDATORY,,"INSPECTION OF MAIN ROTOR SCISSOR ASSEMBLY FOR PLAY IAW PARAGRAPH (g), (h) OF THIS AD,  EASA AD 2022-0037 AND LEONARDO SB 109SP-149. (EFFECTIVE 02 FEBRUARY 2024).",,,,000075,"Monday, May 4, 2026",,"Completed IAW Paragraph (g), (h) of AD 2023-25-08 Effective 02 February 2024 IAW EASA AD 2022-0037 Dated 21 March 2022 IAW Leonardo ASB 109SP-149 Dated 3 March 2022. No Discrepancies Noted at this Time. Next Due By ____._ ACTT.",03/29/2026,6097.30,16865,,,,,55.00,,,,,,,,,,,,,6152.30,,,,,,,,,,,,22.60,,,,,,,,No,10+ Days,,05/14/2026,,,,,,,,,,,
