COMPLIANCE DATE,REGISTRATION,TRACKED BY,MODEL,SERIAL NUMBER,TASK DESCRIPTION,ATA CODE,MFG.CODE,ITEM NUMBER,PART NUMBER REMOVED,SERIAL NUMBER REMOVED,REMOVAL REASON,ACCUMULATED MONTHS,ACCUMULATED HOURS,ACCUMULATED LANDINGS,ACCUMULATED CYCLES,PART NUMBER INSTALLED,SERIAL NUMBER INSTALLED,INSTALLED STATUS,MSN AT INSTALL,TSN AT INSTALL,LSN AT INSTALL,CSN AT INSTALL,MSO AT INSTALL,TSO AT INSTALL,LSO AT INSTALL,CSO AT INSTALL
10/14/2025,N281HC,Airframe,A109SP,22310,RII-ROTATING SCISSOR ASSY,62,3100,2274,,,,,,,,109-0134-21-103,"CCB0521, CCB0162, CCB1121",[S] Serviceable,,,,,,,,
03/16/2026,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #3 Pilot ADI,34,4012.3,181,42-024001-0001,66-005399,[F] Failed,0,19.20,81,,42-024001-0001,66-001651,[R] Repaired,,,,,,,,
02/25/2026,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #3 Pilot ADI,34,4012.3,181,42-024001-0001,66-009110,[U] Unscheduled,11,387.60,1523,,42-024001-0001,66-005399,[S] Serviceable,28,542.00,1603,,28,542.00,1603,
02/26/2025,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #1 Co-Pilot ADI,34,4012.1,181,No Part Removed,,,,,,,42-024001-0001,66-009110,[S] Serviceable,,,,,,,,
02/26/2025,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #1 Co-Pilot ADI,34,4012.1,181,42-024001-0001,66-001690,[N] Other ( See Notes ),13,,,,No Part Installed,,,,,,,,,,
01/24/2024,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #1,34,4012.1,181,42-024001-0001,66-004096,[F] Failed,5,175.70,582,,42-024001-0001,66-001690,[R] Repaired,,,,,,,,
08/21/2023,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #1,34,4012.1,181,42-024001-0001,66-005172,[F] Failed,1,78.50,261,,42-024001-0001,66-004096,[S] Serviceable,,,,,,,,
07/04/2023,N531HC,Airframe,A109SP,22366,IDU-450 NVG - #1,34,4012.1,181,42-024001-0001,66-001690,[F] Failed,9,335.10,1107,,42-024001-0001,66-005172,[S] Serviceable,11,441.90,1419,,11,441.90,1419,
09/30/2022,N531HC,Airframe,AGUSTA A109SP,22366,IDU-450 NVG - #1,34,4012.1,181,42-024001-0001,66-005397,[F] Failed,0,0.00,0,,42-024001-0001,66-001690,[S] Serviceable,,,,,,,,
09/30/2022,N531HC,Airframe,AGUSTA A109SP,22366,IDU-450 NVG - #1,34,4012.1,181,,,,,,,,42-024001-0001,66-005397,[S] Serviceable,,,,,,,,
03/13/2026,N261HC,Airframe,A109SP,22247,AUTO PILOT CONTROL PANEL,22,1009,70,109-0770V15-101,4498,[F] Failed,35,1284.70,3468,,109-0770V15-101,4918,[S] Serviceable,14,490.80,1882,,14,490.80,1882,
04/07/2023,N261HC,Airframe,AGUSTA A109SP,22247,AUTO PILOT CONTROL PANEL,22,1009,70,109-0770V15-101,4266,[F] Failed,37,,,,109-0770V15-101,4498,[M] Modified,,,,,,,,
02/13/2020,N261HC,Airframe,AGUSTA A109SP,22247,AUTO PILOT CONTROL PANEL,22,1009,70,109-0770V15-101,3475,[N] Other ( See Notes ),98,,,,109-0770V15-101,4266,[S] Serviceable,,2315.90,,,,,,
11/22/2011,N261HC,Airframe,AGUSTA A109SP,22247,AUTO PILOT CONTROL PANEL,22,1009,70,,,,,,,,109-0770V15-101,3475,,0,0.00,0,0.00,0,0.00,0,0.00
03/12/2026,N531HC,Airframe,A109SP,22366,(RII) FUEL QUANTITY PROBE L/H - #2,28,4010.3,497,109-0900-81-213,790,[N] Other ( See Notes ),0,0,,,109-0900-81-213,764,[OT] Other (See Notes),,,,,,,,
,N531HC,Airframe,A109SP,22366,RII      FUEL QUANTITY PROBE L/H - #2,28,4010.3,497,,,,,,,,109-0900-81-213,790,,,,,0.00,,,,0.00
03/12/2026,N531HC,Airframe,A109SP,22366,(RII) FUEL QUANTITY PROBE R/H - #2,28,4010.4,343,109-0900-81-213,764,[F] Failed,0,0,,,109-0900-81-213,1333,[N] New,0,0.00,0,,,,,
,N531HC,Airframe,A109SP,22366,RII      FUEL QUANTITY PROBE R/H - #2,28,4010.4,343,,,,,,,,109-0900-81-213,764,,,,,0.00,,,,0.00
03/11/2026,N531HC,Airframe,A109SP,22366,(RII) UPPER FIXED HALF-SCISSOR ATTACHMENT FITTING - RETIREMENT,62,RL62-12,16,109-0110-38-1,388,[S] Scheduled,,,,,109-0110-38-1,CCB0337,[N] New,0,0.00,0,,,,,
03/10/2026,N531HC,Airframe,A109SP,22366,(RII) PITCH CONTROL ROD ASSY - #1,64,0117.1,264,109-0130-05-117,FUC1095,[W] Worn To Limits,18,597.10,2237,,109-0130-05-117,FUC1237,[R] Repaired,,,,,,,,
08/12/2024,N531HC,Airframe,A109SP,22366,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,264,109-0130-05-117,FUC0899,[W] Worn To Limits,4,191.40,683,,109-0130-05-117,FUC1095,[N] New,0,0.00,0,,,,,
03/26/2024,N531HC,Airframe,A109SP,22366,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,264,109-0130-05-117,MOR5294,[W] Worn To Limits,0,0,,,109-0130-05-117,FUC0899,[N] New,0,0.00,0,,,,,
,N531HC,Airframe,AGUSTA A109SP,22366,RII      PITCH CONTROL ROD ASSY - #1,64,0117.1,264,,,,,,,,109-0130-05-117,MOR5294,,,,,,,,,
03/10/2026,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,No Part Removed,,,,,,,109-0900-76-2A05,13020098,[R] Repaired,,,,,,,,
03/04/2026,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,109-0900-76-2A05,25061824,[C] Convenience,3,0.40,1,,No Part Installed,,,,,,,,,,
11/24/2025,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,109-0900-76-2A05,12110084,[F] Failed,0,0.00,0,,109-0900-76-2A05,25061824,[R] Repaired,,,,,,,,
11/13/2025,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,No Part Removed,,,,,,,109-0900-76-2A05,12110084,[S] Serviceable,75,2607.30,7607,,75,2607.30,7607,
11/13/2025,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,109-0900-76-2A05,25081840,[C] Convenience,0,0.00,0,,No Part Installed,,,,,,,,,,
11/11/2025,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,109-0900-76-2A05,19111647,[U] Unscheduled,0,0.00,0,,109-0900-76-2A05,25081840,[N] New,0,0.00,0,,,,,
11/05/2025,N631HC,Airframe,A109SP,22349,COPILOT IDS INDICATOR,40,0003,2277,,,,,,,,109-0900-76-2A05,19111647,[OT] Other (See Notes),30,1094.60,3588,,30,1094.60,3588,
03/06/2026,N251HC,Airframe,A109SP,22221,AUTO PILOT CONTROL PANEL,22,1009,67,109-0770V15-101,3858,[N] Other ( See Notes ),34,1114.40,3265,,109-0770V15-101,4310,[S] Serviceable,,,,,,,,
04/20/2023,N251HC,Airframe,A109SP,22221,AUTO PILOT CONTROL PANEL,22,1009,67,109-0770V15-101,4658,[N] Other ( See Notes ),149,4945.00,13519,,109-0770V15-101,3858,[S] Serviceable,,,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,AUTO PILOT CONTROL PANEL,22,1009,67,,,,,,,,70000605-901,,,0,0.00,0,0.00,0,0.00,0,0.00
03/05/2026,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,12090065,[F] Failed,8,303.40,736,,109-0900-76-2A05,25061824,[I] Inspected,4,0.40,1,,4,0.40,1,
06/14/2025,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,16071491,[F] Failed,0,47.40,151,,109-0900-76-2A05,12090065,[R] Repaired,,,,,,,,
05/21/2025,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,12080058,[F] Failed,15,500.50,1361,,109-0900-76-2A05,16071491,[R] Repaired,,,,,,,,
02/18/2024,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,No Part Removed,,,,,,,109-0900-76-2A05,12080058,[S] Serviceable,3,142.10,624,,3,142.10,624,
02/09/2024,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,19111647,[C] Convenience,3,193.60,840,,No Part Installed,,,,,,,,,,
10/10/2023,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,No Part Removed,,,,,,,109-0900-76-2A05,19111647,[S] Serviceable,6,226.20,729,,6,226.20,729,
10/02/2023,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,13020099,[N] Other ( See Notes ),1,74.10,312,,No Part Installed,,,,,,,,,,
08/24/2023,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,No Part Removed,,,,,,,109-0900-76-2A05,13020099,[I] Inspected,60,2726.50,11164,,60,2726.50,11164,
08/24/2023,N271HC,Airframe,A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,13020099,[C] Convenience,60,2725.90,11161,,No Part Installed,,,,,,,,,,
08/10/2018,N271HC,Airframe,AGUSTA A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,07050263,CANNING,11,490.40,1891,,109-0900-76-2A05,13020099,[R] Repaired,,,,,,,,
08/14/2017,N271HC,Airframe,AGUSTA A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,109-0900-76-2A05,12080058,[C] Convenience,68,2634.60,9498,,109-0900-76-2A05,07050263,[S] Serviceable,,,,,,,,
12/12/2011,N271HC,Airframe,AGUSTA A109SP,22250,COPILOT IDS INDICATOR,40,0003,349,,,,,,,,109-0900-76-2A05,12080058,,0,0.00,0,0.00,0,0.00,0,0.00
03/04/2026,N271HC,Airframe,A109SP,22250,FUEL CONTROL PANEL,28,2030,172,109-0740V37-101,S11057081,[N] Other ( See Notes ),170,6969.90,25950,,109-0740V37-101,S2008384,[S] Serviceable,,,,,,,,
12/12/2011,N271HC,Airframe,AGUSTA A109SP,22250,FUEL CONTROL PANEL,28,2030,172,,,,,,,,109-0740V37-101,S11057081,,0,0.00,0,0.00,0,0.00,0,0.00
03/04/2026,N271HC,Airframe,A109SP,22250,(RII) ROCKER ARM ASSY - RETIREMENT,64,RL64-17,494,109-0130-60-109,FUC0242,[W] Worn To Limits,24,829.60,2151,,109-0130-60-109,FUC0556,[N] New,0,0.00,0,,,,,
03/01/2024,N271HC,Airframe,A109SP,22250,"ROCKER ARM ASSY - RETIREMENT
   RII",64,RL64-17,494,109-0130-60-109,FUC0065,[N] Other ( See Notes ),4,215.30,937,,109-0130-60-109,FUC0242,[N] New,,0.00,,,,,,
10/09/2023,N271HC,Airframe,A109SP,22250,"ROCKER ARM ASSY - RETIREMENT
   RII",64,RL64-17,494,109-0130-60-109,MOR2909,[W] Worn To Limits,43,2178.20,8989,,109-0130-60-109,FUC0065,[N] New,0,0.00,0,,,,,
02/13/2020,N271HC,Airframe,AGUSTA A109SP,22250,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,494,109-0130-60-109,MOR2523,[N] Other ( See Notes ),34,1354.30,,,109-0130-60-109,MOR2909,[N] New,,0.00,,,,,,
03/31/2017,N271HC,Airframe,AGUSTA A109SP,22250,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,494,109-0130-69-109,MOR 2348,[W] Worn To Limits,9,381.30,,,109-0130-60-109,MOR2523,[N] New,,0.00,,,,,,
06/29/2016,N271HC,Airframe,AGUSTA A109SP,22250,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,494,109-0130-60-109,MOR 1407,[W] Worn To Limits,54,2011.20,6845,,109-0130-69-109,MOR 2348,[N] New,,,,,,,,
12/12/2011,N271HC,Airframe,AGUSTA A109SP,22250,ROCKER ARM ASSY - RETIREMENT,64,RL64-17,494,,,,,,,,109-0130-60-109,MOR 1407,,0,0.00,0,0.00,0,0.00,0,0.00
03/02/2026,N251HC,Airframe,A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,109-0900-76-2A05,16061483,[NS] Not Specified,26,896.60,2638,,109-0900-76-2A05,16071487,[R] Repaired,0,0.00,0,,0,0.00,0,
12/04/2023,N251HC,Airframe,A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,No Part Removed,,,,,,,109-0900-76-2A05,16061483,[S] Serviceable,4,135.60,363,,4,135.60,363,
11/27/2023,N251HC,Airframe,A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,109-0900-76-2A05,08100496,[N] Other ( See Notes ),13,394.50,1212,,No Part Installed,,,,,,,,,,
10/05/2022,N251HC,Airframe,AGUSTA A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,No Part Removed,,,,,,,109-0900-76-2A05,08100496,[R] Repaired,,,,,,,,
09/26/2022,N251HC,Airframe,AGUSTA A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,109-0900-76-2A05,13020098,[C] Convenience,53,2008.30,5418,,No Part Installed,,,,,,,,,,
04/06/2018,N251HC,Airframe,AGUSTA A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,109-0900-76-2A05,12080058,[N] Other ( See Notes ),88,2747.80,7481,,109-0900-76-2A05,13020098,[R] Repaired,,,,,,,,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,COPILOT IDS INDICATOR,40,0003,348,,,,,,,,109-0900-76-2A01,,,0,0.00,0,0.00,0,0.00,0,0.00
02/25/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #2 WHITE
109-0111-07-117, 109-0111-07-119",62,2102.2,2330,,,,,,,,109-0111-07-119,AW212,[OT] Other (See Notes),0,0.00,0,,,,,
02/25/2026,N281HC,Airframe,A109SP,22310,"(RII) MAIN ROTOR DAMPER FITTING - #3 BLUE
109-0111-07-117, 109-0111-07-119",62,2102.3,2331,,,,,,,,109-0111-07-119,AW856,[OT] Other (See Notes),0,0.00,0,,,,,
02/25/2026,N251HC,Airframe,A109SP,22221,(RII) LINEAR ACTUATOR YAW #1,22,1015.5,73,4012373-920,1107M241,[F] Failed,4,113.80,316,,4012373-920,0908L446,[R] Repaired,,,,,,,,
10/17/2025,N251HC,Airframe,A109SP,22221,(RII) LINEAR ACTUATOR YAW #1,22,1015.5,73,No Part Removed,,,,,,,4012373-920,1107M241,[S] Serviceable,28,419.10,1480,,28,419.10,1480,
10/17/2025,N251HC,Airframe,A109SP,22221,(RII) LINEAR ACTUATOR YAW #1,22,1015.5,73,4012373-920,0908L446,[C] Convenience,4,194.00,631,,No Part Installed,,,,,,,,,,
05/28/2025,N251HC,Airframe,A109SP,22221,(RII) LINEAR ACTUATOR YAW #1,22,1015.5,73,4012373-920,2207T688,[C] Convenience,27,860.50,2499,,4012373-920,0908L446,[S] Serviceable,23,868.60,3024,,23,868.60,3024,
02/08/2023,N251HC,Airframe,A109SP,22221,RII             LINEAR ACTUATOR YAW #1,22,1015.5,73,4012373-920,1210M985,[F] Failed,146,4872.30,13289,,4012373-920,2207T688,[S] Serviceable,0,0.00,0,,0,0.00,0,
11/16/2010,N251HC,Airframe,AGUSTA A109SP,22221,HELIPILOT ACTUATOR ASSY - #5,22,1015.5,73,4012373-920,1210M985,[N] Other ( See Notes ),,,,,4012373-920,1210M985,[OT] Other (See Notes),0,0.00,0,0.00,0,0.00,0,0.00
02/25/2026,N251HC,Airframe,A109SP,22221,(RII) MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR03762,[S] Scheduled,11,399.70,1221,,109-0112-39-105,MCR2543,[O] Overhauled,,3582.80,,,,0.00,,
03/19/2025,N251HC,Airframe,A109SP,22221,RII             MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR3580,LEAKING,15,490.20,1402,,109-0112-39-105,MCR03762,[R] Repaired,,775.90,,,,775.90,,
11/27/2023,N251HC,Airframe,A109SP,22221,RII             MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,0843,LEAKING,26,892.20,2566,,109-0112-39-105,MCR3580,[O] Overhauled,,1137.60,,,,0.00,,
09/01/2021,N251HC,Airframe,A109SP,22221,RII             MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR2627,LEAKING,4,175.20,515,,109-0112-39-105,0843,[O] Overhauled,,1196.00,,,,0.00,,
04/16/2021,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR2758,LEAKING,21,849.00,2292,,109-0112-39-105,MCR2627,[O] Overhauled,,1196.30,,,,0.00,,
06/19/2019,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR3466,[S] Scheduled,25,882.20,2320,,109-0112-39-105,MCR2758,[O] Overhauled,,724.20,,,,0.00,,
04/26/2017,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,0279,[U] Unscheduled,1,23.90,78,,109-0112-39-105,MCR3466,[S] Serviceable,,300.00,,,,300.00,,
03/21/2017,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,1221,[S] Scheduled,15,518.90,1464,,109-0112-39-105,0279,[R] Repaired,,,,,,3.73,,
12/08/2015,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,392,109-0112-39-105,MCR2743,[S] Scheduled,8,256.20,741,,109-0112-39-105,1221,[R] Repaired,,812.60,,,,674.10,,
03/18/2015,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #4,62,2144.4,392,109-0112-39-105,0717,LEAKING,12,383.10,1005,0.00,109-0112-39-105,MCR2743,[O] Overhauled,,996.80,,,,0.00,,
02/20/2014,N251HC,Airframe,AGUSTA A109SP,22221,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #4,62,2144.4,392,,,,,,,,109-0112-39-105,0717,,0,0.00,0,0.00,0,0.00,0,0.00
02/23/2026,N271HC,Airframe,A109SP,22250,EFIS COOLING FAN - OVERHAUL [21-03] - #1,21,CO21-03,49,109-0716V03-101,19505,[S] Scheduled,65,2987.00,,,109-0716V03-101,24729,[N] New,0,0.00,0,,,0.00,,
09/11/2020,N271HC,Airframe,AGUSTA A109SP,22250,EFIS COOLING FAN - OVERHAUL [21-03] - #1,21,CO21-03,49,109-0716V03-101,17368,[F] Failed,28,978.60,,,109-0716V03-101,19505,[N] New,,,,,0,0.00,,
05/07/2018,N271HC,Airframe,AGUSTA A109SP,22250,EFIS COOLING FAN - OVERHAUL [21-03] - #1,21,CO21-03,49,109-0716V03-101,11133,[S] Scheduled,76,2999.20,11038,,109-0716V03-101,17368,[N] New,,0.00,,,,0.00,,
12/12/2011,N271HC,Airframe,AGUSTA A109SP,22250,EFIS COOLING FAN - OVERHAUL [21-03] - #1,21,CO21-03,49,,,,,,,,109-0716V03-101,11133,,0,0.00,0,0.00,0,0.00,0,0.00
02/22/2026,N281HC,Airframe,A109SP,22310,(RII) MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,MCR04489,[F] Failed,28,1053.20,3305,,109-0112-39-105,MCR04173,[O] Overhauled,,1108.00,,,,0.00,,
10/06/2023,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,0523,[F] Failed,7,324.50,929,,109-0112-39-105,MCR04489,[N] New,0,0.00,0,,,0.00,,
03/01/2023,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,MCR3580,[S] Scheduled,18,985.30,3244,,109-0112-39-105,0523,[R] Repaired,,931.00,,,,446.10,,
08/05/2021,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,0926,LEAKING,15,914.90,2808,,109-0112-39-105,MCR3580,[R] Repaired,,,,,,152.30,,
04/10/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,0403,[V] Vibration,9,467.60,1436,,109-0112-39-105,0926,[S] Serviceable,,1224.50,,,,54.70,,
06/26/2019,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,0902,LEAKING,10,550.50,2207,,109-0112-39-105,0403,[R] Repaired,,1012.30,,,,380.90,,
07/31/2018,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,0311,[S] Scheduled,21,908.70,3027,,109-0112-39-105,0902,[O] Overhauled,,,,,,0.00,,
10/29/2016,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,MCR3460,[F] Failed,13,482.40,2019,,109-0112-39-105,0311,[S] Serviceable,,1073.20,,,,255.00,,
09/18/2015,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #1,62,01,392,109-0112-39-105,2085,LEAKING,22,797.10,2723,,109-0112-39-105,MCR3460,[I] Inspected,,261.60,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #1,62,2144.1,392,,,,,,,,109-0112-39-105,2085,,0,0.00,0,0.00,0,0.00,0,0.00
02/22/2026,N281HC,Airframe,A109SP,22310,(RII) MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,MCR3074,[F] Failed,15,590.40,1946,,109-0112-39-105,MCR3331,[S] Serviceable,,1361.80,,,,526.50,,
11/03/2024,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,2179,[S] Scheduled,28,1161.70,3525,,109-0112-39-105,MCR3074,[O] Overhauled,,2390.70,,,,0.00,,
06/24/2022,N281HC,Airframe,A109SP,22310,RII      MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,0570,MISOVERHAULED,21,1204.70,3826,,109-0112-39-105,2179,[O] Overhauled,,3364.60,,,,0.00,,
09/21/2020,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-01112-39-105,0471,LEAKING,10,590.70,1807,,109-0112-39-105,0570,[O] Overhauled,0,1412.00,0,,0,0.00,0,
10/28/2019,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,MCR3458,LEAKING,4,221.70,1039,,109-01112-39-105,0471,[O] Overhauled,0,1916.40,0,,0,0.00,0,
06/08/2019,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,MCR3460,LEAKING,17,806.30,2891,,109-0112-39-105,MCR3458,[S] Serviceable,,,,,,492.70,,
12/28/2017,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,MCR3192,[F] Failed,27,1111.60,3941,,109-0112-39-105,MCR3460,[S] Serviceable,,,,,,306.40,,
09/18/2015,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS OVERHAUL - #4,62,01,395,109-0112-39-105,MCR3427,LEAKING,22,797.10,2723,,109-0112-39-105,MCR3192,[I] Inspected,,240.30,,,,,,
11/01/2013,N281HC,Airframe,AGUSTA A109SP,22310,MAIN ROTOR DAMPERS REMOVAL AND SEND TO MANUFACTURER - SPECIAL INSP 62-02 - #4,62,2144.4,395,,,,,,,,109-0112-39-105,MCR3427,,0,0.00,0,0.00,0,0.00,0,0.00
02/21/2026,N271HC,Airframe,A109SP,22250,"(RII) STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)",24,CO24-01.1,121,200SGL147Q-4,S00217XL2,[F] Failed,4,109.80,244,,200SGL147Q-4,S00389XL2,[O] Overhauled,,675.10,,,,0.00,,
10/08/2025,N271HC,Airframe,A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)
   RII",24,CO24-01.1,121,200SGL147Q-4,S00348XL2,[F] Failed,2,108.00,291,,200SGL147Q-4,S00217XL2,[O] Overhauled,,4312.10,,,,0.00,,
07/29/2025,N271HC,Airframe,A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)
   RII",24,CO24-01.1,121,200SGL147Q-3-1,S00388XL2,[W] Worn To Limits,21,817.90,2535,,200SGL147Q-4,S00348XL2,[O] Overhauled,,2353.50,,,,0.00,,
10/02/2023,N271HC,Airframe,A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)
   RII",24,CO24-01.1,121,200SGL147Q-3-1,S00359XL2,[W] Worn To Limits,11,519.40,2145,,200SGL147Q-3-1,S00388XL2,[N] New,0,0.00,0,,,0.00,,
10/10/2022,N271HC,Airframe,AGUSTA A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)
   RII",24,CO24-01.1,121,200SGL147Q-3-1,S00348XL2,[S] Scheduled,14,939.20,3677,,200SGL147Q-3-1,S00359XL2,[N] New,0,0.00,0,,0,0.00,0,
07/12/2021,N271HC,Airframe,AGUSTA A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)",24,CO24-01.1,121,200SGL147Q-3-1,S00115XL2,[S] Scheduled,7,379.20,1694,,200SGL147Q-3-1,S00348XL2,[R] Repaired,,41.40,,,,41.40,,
11/24/2020,N271HC,Airframe,AGUSTA A109SP,22250,"STARTER GENERATOR - OVERHAUL [24-01] - #1 (PN 200SGL147Q-3, -4)",24,CO24-01.1,121,200SGL147Q-3-1,S00181XL2,[S] Scheduled,25,921.70,3830,,200SGL147Q-3-1,S00115XL2,[R] Repaired,,,,,,605.90,,
10/03/2018,N271HC,Airframe,AGUSTA A109SP,22250,STARTER GENERATOR - OVERHAUL [24-01] - #1,24,CO24-01.1,121,200SGL147Q-3-1,S00175XL2,[S] Scheduled,24,965.40,3564,,200SGL147Q-3-1,S00181XL2,[O] Overhauled,,1742.50,,,,0.00,,
09/27/2016,N271HC,Airframe,AGUSTA A109SP,22250,STARTER GENERATOR - OVERHAUL [24-01] - #1,24,CO24-01.1,121,200SGL147Q-3-1,S00174XL2,[W] Worn To Limits,1,115.40,,,200SGL147Q-3-1,S00175XL2,[O] Overhauled,,803.60,,,,,,
